,Name,Subcategory,Category,Type,IsSoftware,Counts,Green Enhanced Skills,Green Increased Demand,Green New and Emerging
324,Acute Respiratory Distress Syndrome,Pulmonology,Health Care,Specialized Skill,False,41,7,1,1
325,Ad Hoc Analysis,Business Intelligence,Analysis,Specialized Skill,False,1069,222,26,183
326,Ad Hoc Marketing,Marketing Strategy and Techniques,Marketing and Public Relations,Specialized Skill,False,62,12,0,31
327,Ad Hoc Reporting,Business Intelligence,Analysis,Specialized Skill,False,2158,223,84,403
328,Ad Hoc Testing,Software Quality Assurance,Information Technology,Specialized Skill,False,21,2,3,4
329,Ad Serving,Advertising,Marketing and Public Relations,Specialized Skill,False,132,38,5,28
330,Ad Valorem Tax,Tax,Finance,Specialized Skill,False,1,0,0,0
331,AdWorks,Online Advertising,Marketing and Public Relations,Specialized Skill,True,1,0,0,1
332,Ada (Programming Language),Other Programming Languages,Information Technology,Specialized Skill,True,2,1,1,0
333,Ada Compliance,Labor Compliance,"Law, Regulation, and Compliance",Specialized Skill,False,2,0,2,0
334,Adaptability,Personal Attributes,Physical and Inherent Abilities,Common Skill,False,4448,525,446,529
335,Adapted Physical Education,Coaching and Athletic Training,"Performing Arts, Sports, and Recreation",Specialized Skill,False,1,0,0,0
336,Adaptive Bitrate Streaming,Streaming Media Systems,Media and Communications,Specialized Skill,False,4,0,4,0
337,Adaptive Clinical Trials,Clinical Trials,Science and Research,Specialized Skill,False,7,0,4,3
338,Adaptive Control,Automation Engineering,Engineering,Specialized Skill,False,3,1,0,0
339,Adaptive Design,Web Design and Development,Information Technology,Specialized Skill,False,49,1,6,16
340,Adaptive Equipment,Mobility Assistance,Health Care,Specialized Skill,False,24,0,0,0
341,Adaptive Insights (Software),Accounting and Finance Software,Finance,Specialized Skill,True,31,9,1,4
342,Adaptive Leadership,Initiative and Leadership,Physical and Inherent Abilities,Common Skill,False,5,1,1,1
343,Adaptive Learning,Education Software and Technology,Education and Training,Specialized Skill,False,6,0,1,4
344,Adaptive Reasoning,Critical Thinking and Problem Solving,Physical and Inherent Abilities,Common Skill,False,9,2,0,1
345,Adaptive Reuse,Green Architecture,Architecture and Construction,Specialized Skill,False,1,0,0,0
346,Addiction Medicine,Mental and Behavioral Health Specialties,Health Care,Specialized Skill,False,10,2,0,0
347,Addiction Recovery,Mental Health Therapies,Health Care,Specialized Skill,False,15,0,1,0
348,Adding Machines,Office and Productivity Equipment and Technology,Administration,Common Skill,False,4,1,0,0
349,Additive Manufacturing (3D Printing),Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,405,127,83,74
350,Additives,Material Handling,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,3,0,1,0
351,Address Resolution Protocols,Network Protocols,Information Technology,Specialized Skill,False,58,4,8,11
352,Addressable Spend,Procurement,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,18,2,0,6
353,Addressing Schemes,General Networking,Information Technology,Specialized Skill,False,2,1,0,1
354,Adenosine,Cardiology,Health Care,Specialized Skill,False,3,0,1,0
355,Aderant (Software),Accounting and Finance Software,Finance,Specialized Skill,True,117,5,6,17
356,Adherent Cell Culture,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,3,0,2,1
357,Adhesive Bonding,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,8,4,0,1
358,Adhoc Queries,Databases,Information Technology,Specialized Skill,False,52,10,3,3
359,Adipose Tissue,Biology,Science and Research,Specialized Skill,False,4,1,2,1
360,Adjudication,Regulation and Legal Compliance,"Law, Regulation, and Compliance",Specialized Skill,False,435,46,20,141
361,Adjunct Therapy,Nursing and Patient Care,Health Care,Specialized Skill,False,1,0,0,0
362,Adjusted Gross Income,Tax,Finance,Specialized Skill,False,7,2,2,2
363,Adjuster License,,,Certification,False,4,0,0,2
364,Adjusting Entries,General Accounting,Finance,Specialized Skill,False,16,0,0,1
365,Admin Tools,Systems Administration,Information Technology,Specialized Skill,True,17,3,4,2
366,Administrative Agencies,Regulation and Legal Compliance,"Law, Regulation, and Compliance",Specialized Skill,False,1,0,0,0
367,Administrative Functions,Administrative Support and Clerical Tasks,Administration,Common Skill,False,23566,1327,1842,1537
368,Administrative Law,Regulation and Legal Compliance,"Law, Regulation, and Compliance",Specialized Skill,False,33,3,0,2
369,Administrative Support,Administrative Support and Clerical Tasks,Administration,Specialized Skill,False,13871,656,629,986
370,Admiralty Law,Regulation and Legal Compliance,"Law, Regulation, and Compliance",Specialized Skill,False,10,2,0,1
371,Admissions Operations,Administrative Support and Clerical Tasks,Administration,Specialized Skill,False,10,0,0,0
372,Admixtures,Pharmacy,Health Care,Specialized Skill,False,29,10,3,1
373,Adobe AIR,Media Production,Media and Communications,Specialized Skill,True,1,0,0,0
374,Adobe Acrobat,Graphic and Visual Design Software,Design,Specialized Skill,True,135,17,10,19
375,Adobe After Effects,Animation and Game Design,Design,Specialized Skill,True,836,40,60,77
376,Adobe Analysis Workspace,Data Analysis,Analysis,Specialized Skill,True,2,0,0,1
377,Adobe Analytics,Web Analytics and SEO,Marketing and Public Relations,Specialized Skill,True,515,68,27,239
378,Adobe Animate,Animation and Game Design,Design,Specialized Skill,True,22,1,3,2
379,Adobe Audience Manager,Marketing Software,Marketing and Public Relations,Specialized Skill,True,14,1,0,6
380,Adobe Audition,Audio Production and Technology,Media and Communications,Specialized Skill,True,17,3,1,3
381,Adobe Authorware,Graphic and Visual Design Software,Design,Specialized Skill,True,1,1,0,0
382,Adobe Bridge,Graphic and Visual Design Software,Design,Specialized Skill,True,2,1,0,0
383,Adobe Business Catalyst,,,Specialized Skill,True,1,0,0,0
384,Adobe CQ,Content Management Systems,Information Technology,Specialized Skill,False,2,0,1,1
385,Adobe Campaign,Online Advertising,Marketing and Public Relations,Specialized Skill,True,102,13,13,43
386,Adobe Captivate,Education Software and Technology,Education and Training,Specialized Skill,True,53,26,0,1
387,Adobe Certification,,,Certification,False,5,2,1,0
388,Adobe Certified Expert,,,Certification,False,5,0,1,0
389,Adobe Certified Master,,,Certification,False,1,0,0,1
390,Adobe ColdFusion,Web Design and Development,Information Technology,Specialized Skill,True,25,3,11,3
391,Adobe Connect,Graphic and Visual Design Software,Design,Specialized Skill,True,22,5,1,2
392,Adobe Creative Cloud,Graphic and Visual Design Software,Design,Specialized Skill,True,114,10,5,21
393,Adobe Creative Suite,Graphic and Visual Design Software,Design,Specialized Skill,True,1784,220,132,316
394,Adobe Digital Editions,Writing and Editing,Media and Communications,Specialized Skill,True,7,4,0,1
395,Adobe Director,Media Production,Media and Communications,Specialized Skill,True,3,0,0,0
396,Adobe Dreamweaver,Web Design and Development,Information Technology,Specialized Skill,True,128,8,9,30
397,Adobe Experience Cloud,Marketing Software,Marketing and Public Relations,Specialized Skill,True,42,7,1,17
398,Adobe Experience Manager,Content Management Systems,Information Technology,Specialized Skill,True,342,49,66,85
399,Adobe Fireworks,User Interface and User Experience (UI/UX) Design,Design,Specialized Skill,True,2,0,1,1
400,Adobe Flash,Media Production,Media and Communications,Specialized Skill,True,112,4,7,3
401,Adobe Fonts,Graphic and Visual Design Software,Design,Specialized Skill,True,1,0,0,0
402,Adobe FrameMaker,Writing and Editing,Media and Communications,Specialized Skill,True,34,11,0,2
403,Adobe Illustrator,Graphic and Visual Design Software,Design,Specialized Skill,True,2571,227,287,400
404,Adobe ImageReady,Graphic and Visual Design Software,Design,Specialized Skill,True,1,0,0,0
405,Adobe InCopy,Writing and Editing,Media and Communications,Specialized Skill,True,14,6,0,1
406,Adobe InDesign,Graphic and Visual Design Software,Design,Specialized Skill,True,2374,346,161,523
407,Adobe Livecycle Designer,Graphic and Visual Design Software,Design,Specialized Skill,True,63,6,1,14
408,Adobe Marketing Cloud,Marketing Software,Marketing and Public Relations,Specialized Skill,True,33,6,1,18
409,Adobe Media Encoder,Photo/Video Production and Technology,Media and Communications,Specialized Skill,True,13,1,3,2
410,Adobe PageMaker,Graphic and Visual Design Software,Design,Specialized Skill,True,1,0,0,0
411,Adobe Photoshop,Graphic and Visual Design Software,Design,Specialized Skill,True,4386,559,444,895
412,Adobe Photoshop Elements,Graphic and Visual Design Software,Design,Specialized Skill,True,4,1,0,1
413,Adobe Photoshop Lightroom,Graphic and Visual Design Software,Design,Specialized Skill,True,46,3,1,6
414,Adobe Premiere Pro,Photo/Video Production and Technology,Media and Communications,Specialized Skill,True,438,51,22,72
415,Adobe Presenter,Photo/Video Production and Technology,Media and Communications,Specialized Skill,True,1,0,0,0
416,Adobe RoboHelp,Education Software and Technology,Education and Training,Specialized Skill,True,10,6,0,0
417,Adobe Spark,Graphic and Visual Design Software,Design,Specialized Skill,True,5,0,0,2
418,Adobe Stock,Graphic and Visual Design Software,Design,Specialized Skill,True,2,0,0,2
419,Adobe Substance,Graphic and Visual Design Software,Design,Specialized Skill,True,1,0,1,0
420,Adobe Target,Marketing Software,Marketing and Public Relations,Specialized Skill,True,122,11,4,59
421,Adobe Technical Communication Suite,,,Specialized Skill,True,1,1,0,0
422,Adobe XD,User Interface and User Experience (UI/UX) Design,Design,Specialized Skill,True,293,5,29,25
423,Adolescent Medicine,General Medicine,Health Care,Specialized Skill,False,8,0,0,0
424,Adolescent Psychology,Mental and Behavioral Health Specialties,Health Care,Specialized Skill,False,46,1,0,0
425,Adoptions,Community and Social Work,Social and Human Services,Specialized Skill,False,4,1,0,0
426,Adrenal Diseases And Disorders,Endocrinology,Health Care,Specialized Skill,False,1,0,0,1
427,Adrenal Glands,Endocrinology,Health Care,Specialized Skill,False,12,0,1,1
428,Adserver,,,Specialized Skill,True,4,0,0,0
429,Adult Development,General Medicine,Health Care,Specialized Skill,False,2,1,0,0
430,Adult Education,Training Programs,Education and Training,Specialized Skill,False,880,89,28,38
431,Adult Learning Principles,Instructional and Curriculum Design,Education and Training,Specialized Skill,False,53,13,5,4
432,Adult Nurse Practitioner (ANP-BC),,,Certification,False,3,0,0,0
433,Adult Safeguarding,,,Specialized Skill,False,881,22,29,19
434,Adult Trauma Life Support,Emergency and Intensive Care,Health Care,Certification,False,68,1,0,0
435,Advance Ship Notice,General Shipping and Receiving,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,2,0,0,1
436,Advance Steel (CAD Software),Engineering Software,Engineering,Specialized Skill,True,31,2,0,2
437,Advanced Analytics,Data Analysis,Analysis,Specialized Skill,False,988,108,97,383
438,Advanced Burn Life Support,Emergency and Intensive Care,Health Care,Certification,False,4,1,0,0
439,Advanced Business Application Programming (ABAP),Other Programming Languages,Information Technology,Specialized Skill,True,178,4,57,90
440,Advanced Cardiovascular Life Support (ACLS) Certification,Emergency and Intensive Care,Health Care,Certification,False,201,5,18,25
441,Advanced Case Management,Community and Social Work,Social and Human Services,Specialized Skill,False,3,0,0,1
442,Advanced Certified Scrum Master,,,Certification,False,1,0,0,0
443,Advanced Composite Materials,"Elements, Compounds, and Materials",Science and Research,Specialized Skill,False,7,2,3,1
444,Advanced Distribution Automation,Energy Management,Energy and Utilities,Specialized Skill,False,1,0,0,0
445,Advanced Driver Assistance Systems,Automotive Technologies,Engineering,Specialized Skill,False,165,41,52,40
446,Advanced Emergency Medical Technician (AEMT),,,Certification,False,3,1,1,0
447,Advanced Encryption Standard (AES),Cybersecurity,Information Technology,Specialized Skill,False,31,9,9,5
448,Advanced Ground Instructor,,,Certification,False,1,1,0,0
449,Advanced Installer,Software Development Tools,Information Technology,Specialized Skill,True,1,0,1,0
450,Advanced Interactive Multidimensional Modeling System (AIMMS),Data Science,Analysis,Specialized Skill,False,8,0,2,1
451,Advanced Life Support,,,Certification,False,418,6,7,6
452,Advanced Manufacturing,Manufacturing Design,Manufacturing and Production,Specialized Skill,False,277,109,61,39
453,Advanced Manufacturing Equipment,Machinery,Manufacturing and Production,Specialized Skill,False,4,0,0,3
454,Advanced Mathematics,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,299,24,49,93
455,Advanced Message Queuing Protocol,Middleware,Information Technology,Specialized Skill,True,42,4,26,8
456,Advanced Pediatric Life Support,,,Certification,False,90,1,0,1
457,Advanced Practice Registered Nurse,,,Certification,False,15,0,1,2
458,Advanced Process Control,Automation Engineering,Engineering,Specialized Skill,False,12,3,4,5
459,Advanced Product Quality Planning,Manufacturing Standards,Manufacturing and Production,Specialized Skill,False,505,126,36,291
460,Advanced RISC Computing,Computer Science,Information Technology,Specialized Skill,False,3,0,0,2
461,Advanced Rest Client,Software Development Tools,Information Technology,Specialized Skill,True,1,0,0,0
462,Advanced Robotics,Robotics,Engineering,Specialized Skill,False,11,5,2,3
463,Advanced Traffic Management Systems,Transportation Operations,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,19,7,4,2
464,Advanced Trauma Care For Nurses,Emergency and Intensive Care,Health Care,Certification,False,2,0,0,0
465,Advanced Trauma Life Support,Emergency and Intensive Care,Health Care,Certification,False,2,0,0,0
466,Advantage Database Servers,Databases,Information Technology,Specialized Skill,False,69,4,6,34
467,Advent Geneva,Accounting and Finance Software,Finance,Specialized Skill,True,5,1,0,2
468,Adventure Education,Sports and Recreation,"Performing Arts, Sports, and Recreation",Specialized Skill,False,2,1,0,0
469,Adventure Therapy,Alternative Therapy,Health Care,Specialized Skill,False,2,0,0,0
